Bleu-score || Original Commit Message || Generated Commit Message
6.169 || hive <num> expr node generic func desc to string generating unbalanced parenthesises reviewed by ashutosh || add a method to get function
6.169 || hive <num> beeline always return the same error message twice chaoyu tang via ashutosh chauhan || add support for url to the
6.169 || hive <num> local mapred error cache fails on some hadoop versions gunther hagleitner via omalley || update job <num> <num> <num> <num>
6.169 || hive <num> potential overflow with new rcfile cat column sizes options kevin wilfong via namit || remove unused import <num> <num> <num>
6.169 || hive <num> print number of fetched rows after query in cli driver navis via namit || remove unused import <num> <num> <num>
6.169 || set compiler to java <num> target and source fixed logic for finding project root directory || fix test failure to the build
6.169 || fix quality flaw failing medium test due to <num> dates possibly too close in time || add test for parsing query query
6.149 || enable a test for a bug that s been fixed for a while || add test for groovy <num>
6.123 || add system property to configure the loop count for most http <num> tests || add support for encoding header
6.123 || revert accidental commit from r <num> which was intended only for local debugging || add test for issue <num>
6.123 || add a test to verify unused and potentially invalid path params are allowed || add test for <num> <num>
6.123 || remove topic name data provider from test increment partitions of topic test <num> || fix test test to the
6.011 || renaming foo to foo shouldn t cause an error see http www nabble com error on renaming project tt <num> html || add a convenience method to the build <num>
6.011 || hive <num> test hcat client should use hive metastore transactional event listeners as per recommendation sankar hariappan reviewed by thejas nair || fix the build event event event event test
6.011 || fixing unit tests case sensitive operating systems fun forgot to implement method on v <num> task entity which is <num> specific || add a convenience method to the get method
6.011 || allow only user owners or admins to revoke a token do not allow normal users to revoke tokens of other users || add missing request to the response of request
5.983 || added a test for issue <num> || fix test
5.983 || create test databases in target directory || add test
5.983 || add verification test for override annotation || fix test
5.983 || skip uuid test for literal usage || add test
5.983 || add round operator to sqlserver templates || add test
5.983 || add test for array usage <num> || add testcase
5.983 || fix a handful of eclipse warnings || fix bug
5.983 || modify schema changed listener test java || fix test
5.983 || modify test for sql rewrite engine || fix test
5.983 || add insert assisted columns token generator || add author
5.983 || add assert get assisted query column || add test
5.983 || add postgre dcl test case <num> || add author
5.983 || add test case for create ddl || add doc
5.983 || add proxy configuration event bus event || add author
5.983 || add circuit breaker data source names || add author
5.983 || add master slave properties get props || add author
5.983 || add pre read next token function || add author
5.983 || add configuration map support <num> th || add doc
5.983 || add circuit breaker support <num> th || add doc
5.983 || modify http test proposal <num> java || fix test
5.983 || destory unit test resource when finish || fix test
5.983 || add supply interface in account capsule || add comment
5.983 || remove more than frozen number test || fix test
5.983 || improve unit test account store test || fix test
5.983 || add test case for logic delete || fix test
5.983 || update test case for logic delete || fix test
5.983 || update test case for oracle sequence || fix test
5.983 || update break add edit dialog java || add missing
5.983 || add web context in lit test || fix test
5.983 || avoid additional npe on test failure || fix test
5.983 || improve test strength <num> nd edition || fix test
5.983 || add missing test on measure filters || add log
5.983 || add it to test data measures || fix test
5.983 || add more chat kc abbreviations <num> || add testcase
5.983 || add test for method injected views || fix test
5.983 || add test for method injected context || fix test
5.914 || removing the q option to assist troubleshooting of issue <num> || add version <num> <num>
5.914 || add support for session tokens in system properties credentials provider || add log to log
5.914 || modify bitop not to fail with multiple sources keys <num> || remove unused code <num>
5.914 || using super instead of this to keep the code style || remove unused code <num>
5.914 || hive <num> unnecessary value assignment laszlo pinter via ashutosh chauhan || remove unnecessary null check
5.914 || hive <num> hive should merge empty files chao via xuefu || add a test <num>
5.914 || fix bug in key hashcode with null names or metric || add support for null
5.914 || adjust unit test to verify console encoding of xml formatter || add test for <num>
5.914 || accept any amount of whitespace before a javadoc block tag || add test for tag
5.914 || restore lost getter setter for max log message buffer size || remove unused code buffer
5.914 || update the recommended minimum tomcat native version to <num> <num> || remove unused code <num>
5.914 || add credential handler and upgrade protocol to the interface list || add version <num> <num>
5.914 || reduce gump s open ssl failures from <num> to <num> || remove unused code <num>
5.914 || refactoring prep for extracting sendfile code to a separate method || remove unused code <num>
5.914 || remove unnecessary try catch that just wraps a simple setter || remove unused code <num>
5.914 || add member reference to switch of kinds not requiring parens || add test for test
5.914 || restore m stub queue after application unexpectedly restart fix <num> || fix a typo to
5.914 || fixed a bug that was stripping params from media types || fix a typo <num>
5.914 || add a thread sleep to simulate doing some heavy work || fix a typo <num>
5.914 || add http host header to support docker v <num> <num> || remove unused code <num>
5.914 || add json set default type key java doc since info || add support for null
5.914 || handle managed ledgers znode existance on cluster init <num> <num> || remove dead code <num>
5.895 || add nullable to item get change payload <num> || add null check
5.895 || remove redundant semicolons and modify non standard names || remove unused import
5.895 || adds null check before trying to remove connections || remove unused code
5.895 || remove unnecessary call to hsync when closing files || remove unused code
5.895 || reorder code so that error checking occurs earlier || remove unused code
5.895 || remove one type parameter c from iterable matcher || remove unused code
5.895 || remove useless annoying debug previously added by me || remove unused code
5.895 || deprecate unused code in o a catalina deploy || fix a typo
5.895 || remove a print message left over from debugging || remove unnecessary code
5.895 || add return generated keys for jdbctext execute worker || add author <num>
5.895 || remove comment that was only meant for testing || remove unused import
5.895 || remove unnecessary array indexing operation in exec dfa || remove unused code
5.895 || did some mutation testing and found dead code || remove unused code
5.895 || restored a logger call from debug to info || add debug logging
5.895 || add test case for exception map in subprocess || fix test failure
5.895 || added new failing test case for act <num> || fix test test
5.895 || add example response for api security reports show || add a todo
5.895 || remove duplicated annotation values in issue tracking decorator || remove unused code
5.895 || remove anymatch regex from chat commands plugin patterns || remove debug log
5.895 || add item layer height to ground items overlay || add null check
5.895 || remove unnecessary log message in sink cmd <num> || remove debug logging
5.862 || remove call to remove clear connections upon a member disappeared event this call is exposed higher in the api and should be controlled by the application || fix bug by http <num> <num> <num> d <num> d
5.862 || disable <num> dfa <num> bcc <num> fa <num> c <num> d <num> fd <num> e <num> cc <num> d <num> cdda until the cleanup is done || add a more more more information to the test case
5.831 || hive <num> workload manager initializes even when interactive queue is not set prasanth jayachandran reviewed by sergey shelukhin || remove unused code <num> <num> <num> <num>
5.831 || hive <num> hcatalog is ignoring user specified avro schema in the table definition bing li via ashutosh chauhan || add support for cassandra <num> <num> <num>
5.831 || allow null usernames and passwords to be passed in so that one can call data source get connection || add a property to the user properties
5.831 || fix bug <num> handle multi part forms when saving request during form auth patch provided by peter runge || remove unused code <num> <num> html <num>
5.786 || hive <num> some tez jar s are not on classpath so hs <num> keeps too long to start peter vary reviewed by zoltan haindrich || remove unused code <num> <num> <num> <num> <num> <num>
5.786 || apply remy s alternative fix for the string comparison bugs found by find bugs note fb still complains but it is a false positive || add a todo to the documentation of the rule
5.786 || adds groovy all by default to activiti rest and fixes http forums activiti org content different error response body rest api upgrade <num> <num> || add a convenience method to the response of response
5.734 || correct a regression in the x to comma refactoring that broke jmx operations that take parameters || add a convenience method to string
5.734 || follow up to r <num> use buf add char when there is a single character string || add request request to the request
5.658 || hive <num> log which table partition is being processed by a txn in worker eugene koifman reviewed by jason dere igor kryvenko || add a todo to the log message <num>
5.658 || amend hbase <num> table name cache isn t used for one of value of methods make test table name a medium test || add test case to the list of test
5.616 || fixed a bug in cpd s c c parser so that it no longer fails on multi line literals thx to tom judge for the nice patch || add a few more verbose to make language language language
5.599 || hive <num> graceful error msg when there is no table for a materialized view steve carlin reviewed by jesus camacho rodriguez || fix bug to use the new table name
5.599 || hive <num> mapred locak task running in separate jvm could throw class not found exception aihua xu reviewed by yongzhi chen || remove unused code <num> <num> <num> f <num>
5.599 || hive <num> missing null check cause npe when updating join column stats in statistics annotation prasanth j reviewed by gunther hagleitner || add a bit more logging to the statistics
5.599 || remove jsr <num> annotations from auto value tests and use deprecated for testing copying annotations instead of one from javax annotations || add a test for the linter list test
5.594 || check a full name instead of just the class suffix as a single is no longer valid in jdk <num> and mabye <num> || add a <num> <num> to the name name
5.481 || hive <num> semijoin reduction use local variable to check for external table condition deepak jaiswal reviewed by jason dere || fix bug to prevent npe <num> <num>
5.481 || revert hive <num> fix hive conf property name introduced in hive <num> barna zsombor klara reviewed by sergio pena || add support for cassandra <num> <num> <num>
5.481 || write body log the actual length being written rather than the size of the data remaining in the buffer || add a todo to the log message
5.481 || improve the robustness of web application undeployment based on some code analysis triggered by the report for bz <num> || fix bug by main the same time
5.479 || return a json null object for empty whitespace input into the json parser || add testcase for issue <num>
5.479 || hive <num> entity get location can throw an npe brock reviewed by szehon || add null check <num> <num>
5.479 || hive <num> udf degrees doesn t take decimal as input reviewed by jason || add test for issue <num>
5.479 || hive <num> fix empty hashtable problem with container reuse on tez gunther hagleitner || fix bug by jmx node
5.479 || hive <num> mapred local task logs success message twice navis via ashutosh chauhan || update job to <num> <num>
5.479 || enable pool cleaner to be started even if validation query is not set || don t use single query
5.479 || fix test failure when open ssl version that supports tls <num> is used || add support for undertow <num>
5.479 || trigger a new build just in case the test does work for me || add a convenience method to
5.479 || disable a test in command executor test on mswindows because of false positives || add test for issue <num>
5.479 || update message to display when not effort to fix on constant issue requirement || add test for issue <num>
5.479 || add comment on generated code property in license txt and generated classes headers || add support for issue <num>
5.479 || add no such entry exception as not recoverable error for cursor recovery <num> || fix a typo <num> <num>
5.305 || hive <num> vectorization add missing case for binary in vectorization context get normalized name method matt mc cline reviewed by jason dere || add a todo to the case of the
5.305 || remove unnecessary privileged block from remove attribute i can t see anything in do remove attribute that would trigger a security check || add a null check for the content type
5.278 || add support for rune pouch l to rune pouch overlay <num> || add null check <num>
5.278 || add toggle for drawing overhead player names to player indicators plugin || add support for null
5.273 || add non null annotation to some item method <num> || add null check
5.273 || remove unnecessary code the caches are cleared in stop || remove dead code
5.273 || remove dead code and correct comment about thread safetyness || remove unused code
5.273 || get handler type is abstract now and test fix || fix test test
5.273 || remove empty or null text check from infobox overlay || add null check
5.273 || add check for click to play screen in grounditems || add null check
5.222 || allowing individual configuration parts to be reusable so that adding a custom project type becomes easy || add null check to prevent npe
5.222 || hive <num> kryo exception when deserializing vector file sink operator prasanth jayachandran reviewed by ashutosh chauhan || add file size to the file
5.222 || revert hive <num> cache path to partition info in context aware record reader chao via xuefu || fix a bug in log message
5.222 || hive <num> npe in map join execution submit via child gunther hagleitner reviewed by szehon ho || fix bug by default job name
5.222 || hive <num> set replication for archive called before file exists daniel weeks reviewed by thejas xuefu || remove unused import <num> <num> <num>
5.222 || hive <num> distinct clause in aggregates is handled incorrectly by vectorized execution jitendra remus via ashutosh || fix a typo in the doc
5.222 || hive <num> hive localtask does not buffer disk writes or reads gopal v via ashutosh chauhan || fix test <num> <num> html <num>
5.222 || tweak the test so it can easily be run multiple times in a row without failing || fix test failure name to index
5.212 || fix a small bug for base popup || fix bug
5.212 || add unique id for contract log trigger || add log
5.212 || fix a npe in a flaky test || fix test
5.205 || allow a newline in the middle of a velocity directive this doesn t affect any current templates but led to a mysterious failure while i was working on one recently || add a test for the list of a few more natural
5.178 || hive <num> cbo calcite return path add field nullable check to hive join add not null rule cbo branch jesus camacho rodriguez via ashutosh chauhan || add a todo to the list of the filter
5.108 || hive <num> test schema tool failures when hive version has more than <num> revision numbers jason dere via ashutosh chauhan || add version <num> <num> <num> <num> <num>
5.086 || hive <num> object store clean notification events out of memory on large number of pending events ashutosh bapat reviewed by sankar hariappan vihang karajgaonkar || add comment to the default number of the maximum
5.082 || fixing the last gump failure created this one rethrow the exception so that the access log entry is created error handling should be consistent across the connectors now || fix bug to make sure the request is not null
5.070 || add test to check jedis pool with password || add test
5.070 || fix test case for my sqlpacket payload test || fix test
5.070 || fix bug block energy usage is not reset || fix bug
5.065 || allow the return value to be ignored for the following methods on date time formatter builder parse pad optional || add a test for the test annotation
5.055 || hive <num> environment context null in alter partition event in db notification listener bharath krishna reviewed by andrew sherman || fix bug to use the context name
5.055 || hive <num> org apache hadoop hive ql plan mapping test operator cmp are failing zoltan haindrich via ashutosh chauhan || add a todo to the test case
5.055 || hive <num> database and table name is case sensitive when used in show grant niklaus xiao via zoltan haindrich || add a null check to the name
5.055 || hive <num> hive should use scratch dir instead of system temporary directory for storing plans zheng shao via namit || add a test for the test file
5.013 || fixing typo r <num> changed response body length so test needed to be updated || add testcase to issue <num>
4.941 || hive <num> parse hive or clauses as they are written into the ast jesus camacho rodriguez reviewed by hari sankar sivarama subramaniyan || add a todo to the list of table
4.941 || hive <num> change hive to not pass mrsplits proto in mrhelpers create mrinput payload with grouping thejas m nair via gunther hagleitner || update hadoop <num> <num> <num> <num> <num> <num>
4.854 || hive <num> session log dir cannot be created in some cases daniel dai reviewed by thejas nair || log a warning in log log
4.847 || add options notation to alt right after pipe rename element option to rule element option as it now can match options on alt move alt ast to have options || add a todo to the test case to the build
4.828 || revert patch the fix doesn t work if running more than one test tested with http <num> test http <num> section <num> <num> || fix bug to the end of http <num>
4.751 || hive <num> generic udfbridge should log exception when it is unable to instantiate udf object jason dere via ashutosh chauhan || add a more information to exception message
4.751 || amend hbase <num> fix npe if the server is terminated before the region server coprocessor host is initialized vandana ayyalasomayajula || fix bug by main the default connection
4.713 || comment out unused code to silence a spot bugs warning || remove unused code
4.713 || remove unused dao method the sql apparently did not exist || remove unused import
4.682 || hive <num> move rc file v <num> rc used on test rcfile java to src test resources sergio pena reviewed by szehon ho || add a test for the old file file
4.615 || hive <num> populate stats for test tables pengcheng xiong via ashutosh chauhan || add test for <num>
4.606 || added a log message so that we can better understand <num> || add http request <num>
4.606 || take <num> fix reflector to treat empty strings like null strings || add support for null
4.606 || hive <num> hive profiler dies with npe brock noland via namit || add author <num> <num>
4.606 || amend hbase <num> refactor split decisions into a split policy class || remove unused code <num>
4.606 || get the tests to pass with <num> <num> and <num> <num> || add test for <num>
4.606 || need even larger writes to keep test happy on windows vm || add test for <num>
4.606 || prevent npe on a key that was cancelled by the poller || ignite <num> fixed npe
4.606 || add method get sync begin number and set revoking store maxsize || add log to block
4.606 || improve error messages of web service activity when importing document <num> || add log <num> <num>
4.606 || add food hover overlay for thin and fat snail meat <num> || add a todo to
4.537 || issue <num> fix bug in query msg by id sub command print offset id twice || fix bug to send id
4.486 || hive <num> upgrade orc to <num> <num> jesus camacho rodriguez reviewed by prasanth jayachandran || add test for issue <num>
4.486 || hive <num> test triggers move workload manager is flaky prasanth j via sergey shelukhin || fix test test to run
4.486 || hive <num> udf uuid should be non deterministic chao sun reviewed by xuefu zhang || add test for issue <num>
4.486 || hive <num> bitmap operation udf doesn t clear return list marquis wang via jvs || fix bug by incorrect bitmap
4.486 || force a unconditional disconnect when an error happens like dropped connections to a firewall || fix a typo <num> <num>
4.486 || disable the preconditions expensive string check since it has a bug update issue <num> || remove unused code <num> <num>
4.486 || make existing config options for highlighting marks of grace also affect the overlay color || add support for adding item
4.486 || revert no need to use a ruby logger rack injects a logger for us || add support for upload server
4.423 || added a form to let the user dynamically configure the logger setting || added a convenience method
4.420 || hive <num> set hive parquet timestamp skip conversion default to true karen coppage via jesus camacho rodriguez || remove unused import <num> <num> html
4.420 || hive <num> change log to debug in combine hive input format antal sinkovits reviewed by sahil takiar || remove unused import <num> <num> <num>
4.420 || hive <num> test hive logging is failing at least on mac gunther hagleitner reviewed by ashutosh chauhan || add a test for the encoding
4.382 || throw jedis data exception when sending null values to redis as it is not a valid value in the protocol || add a convenience method <num> <num> html
4.382 || hive <num> beeline password source though the console reader did not pass to connection param rajkumar singh via thejas nair || add author <num> <num> <num> e <num>
4.382 || hive <num> warehouse table subdirectories should inherit the group permissions of the warehouse parent directory chinna rao lalam via namit || remove unused import <num> <num> <num> <num>
4.360 || hive <num> vectorization logic using wrong values for date and timestamp partitioning columns in vectorized row batches matt mc cline via gunther hagleitner || add a null check to the row table
4.360 || hive <num> in shell mode local mode continues if a local mode task throws exception in pre hooks siying dong via ning zhang || add a new timeout to the current state
4.360 || fix the immediate problem described in https issues apache org bugzilla show bug cgi id <num> still need review remainder of bug report || remove unused code <num> <num> <num> <num> <num>
4.360 || make check return value and friends understand assert j s throwing callable as a functional interface that is expected to throw an exception || add a test for the get type type
4.360 || update parent nodes in the alert tree when any node is added as the parent node names include counts which may have changed || add a method to get a node name
4.352 || prefer java time overload avoid suggesting an infinite recursion when the method call is inside an override of a method that accepts the java time object || add a method to get the class type type
4.224 || added last entity id to model builder and ftl || fix bug id
4.224 || removed unused variable eliminated unnecessary obj type pair creation || remove unused code
4.224 || updating java doc tag to code instead of link || remove unused code
4.224 || optimize delay to delete the expired undo log <num> || remove debug log
4.224 || clarify the code to create a new key id || remove unused code
4.224 || removes an unused local variable from x <num> method || remove unused code
4.224 || remove tabs accidentally committed as part of hbase <num> || remove unused code
4.224 || remove translated values for keys that have been removed || remove unused code
4.224 || remove redirect set field to avoid thread safety problems || remove unused code
4.224 || update the test now cookie headers are always preserved || fix test <num>
4.224 || remove a todo marker for something long since completed || remove unused code
4.224 || remove stray after splitting of increment and decrement methods || remove unused code
4.224 || remove a todo that on reflection is not necessary || remove unused code
4.224 || merge changes from file upload up to r <num> || remove file close
4.224 || remove id keyword from files in tomcat util modeler || remove unused code
4.224 || fix a find bugs warning correctly handle a timeout || fix test failure
4.224 || remove superfluous quotes from thread names for connection pools || remove unused code
4.224 || tweak comment to be consistent with code fixes <num> || remove unused code
4.224 || standardize date equality check fixes mssql based test <num> || fix test to
4.224 || add a missing brace to close a code block || remove unused code
4.224 || remove rethrow of exception in try to start process || remove unnecessary code
4.224 || activate assertion on perf test of file sources persistence || fix test failure
4.224 || add lms to ignored type in world hopper <num> || add debug logging
4.224 || remove fixed server type check in kerberos client <num> || remove unused code
4.146 || change the default for auto value cache hash code from true to false created by moe http code google com p moe java moe migrated revid <num> || add <num> <num> back compat test for <num> <num>
4.119 || hive <num> fix failing test columnstats partlvl invalid values when autogather column stats is on pengcheng xiong reviewed by ashutosh chauhan || fix bug in transactional partition manager <num>
4.119 || update docs for lite byte string utf <num> to accurately describe the failure mode of byte string to string utf <num> || remove unused code <num> <num> <num> b
4.119 || issue <num> duplicating a business process with deferent name and key does not change the duplicated process name and identifier <num> || add testcase <num> <num> <num> html <num>
4.119 || add back factory helper to class class file cf class loader loader protection domain domain for backward compatibility in minor release || add a todo to the log message
4.111 || add share utils class to share videos or open urls in browser || add intent to intent
4.111 || issue <num> duplicate body table plug able view on request break tabs || add request request <num>
4.104 || hive <num> llap bug in arena size determination logic sergey shelukhin reviewed by prasanth jayachandran || fix bug by last commit
4.104 || hive <num> rounding in stats for equality expressions jesus camacho rodriguez reviewed by prasanth jayachandran || add support for issue <num>
4.104 || hive <num> display execution engine in hs <num> webui query view shinichi yamashita via szehon || remove unused code <num> <num>
4.104 || ensuring h <num> database tests are run only h <num> is the database provider <num> || add test for <num> <num>
3.889 || add the ability to control the charset used for string byte conversions the default remains iso <num> <num> so this should have no functional impact || add a null check for the type type
3.848 || hive <num> fix failing test org apache hive jdbc test jdbc driver <num> test result set meta data pengcheng xiong reviewed by ashutosh chauhan || fix bug to use the new field name
3.839 || make webapp class loader to do not swallow access control exception see https issues apache org bugzilla show bug cgi id <num> || add log to exception message exception <num>
3.837 || hive <num> fix failing test test converters siddharth seth reviewed by sergey shelukhin || fix test test case
3.799 || hive <num> display a secondary prompt on beeline for multi line statements vihang karajgaonkar reviewed by reuben kuhnert and sergio pena || add a convenience method to the json
3.799 || prepare the background thread looper before creating the handler the handle needs a thread with a looper before it is created || fix test test to run on a
3.778 || remove code that was marked for removal in r <num> || remove unused code
3.778 || remove call to hash code that was slowing down equals || remove unused code
3.742 || hive <num> insert in bucketed table fails due to dynamic partition sort optimization vineet garg via ashutosh chauhan || add more info to the merge
3.742 || hive <num> hive does not support user names of type user realm deepak jaiswal reviewed by thejas nair || add <num> <num> version <num> <num>
3.742 || hive <num> templeton job does not write out log files on interrupted exception dennis chan via ashutosh chauhan || add a todo <num> <num> <num>
3.742 || hive <num> llap pick up java home from system properties for slider gopal v reviewed by sergey shelukhin || update <num> <num> <num> <num> <num>
3.742 || hive <num> use of hive exec script allow partial consumption can produce partial results kevin wilfong via namit || remove unnecessary code <num> <num> <num>
3.742 || add a workaround for a jira bug to be removed later as jira is being used for testing || update web web to <num> <num>
3.742 || <num> the handlers for the root logger are now added in add logger when they are explicitly specified || remove unused code <num> <num> <num>
3.673 || hive <num> support real double precision and numeric data types laszlo bodor via zoltan haindrich || add test for issue <num>
3.673 || hive <num> don t fail config validation for removed configs ashutosh chauhan via sergey shelukhin || remove unused code <num> <num>
3.673 || hive <num> hive compactor mr job set num buckets mistake xiaoyu wang via ashutosh chauhan || remove unused code <num> <num>
3.673 || hive <num> select fails on orc table when vectorization is enabled sarvesh sakalangaga via omalley || add null check <num> <num>
3.673 || hive <num> hbase and contrib jar names are missing version numbers carl steinbach via jvs || remove unused import <num> <num>
3.673 || update integration test to use a sample ruleset and run once with the quickstart ruleset || add test for <num> <num>
3.673 || give test longer to complete as it appears to need more time on ci system || add test for issue <num>
3.629 || update menu items after change in settings || update readme
3.629 || add thread safety test for constructor expression || fix test
3.629 || add support for g <num> archive regions || add comment
3.629 || changed test names to be more general || fix test
3.629 || issue <num> adding cast in type test || fix test
3.629 || add missing and order in terms aggregation || add testcase
3.629 || add test case for my sqlcapability flag || fix test
3.629 || add test case for my sqlpacket payload || fix test
3.629 || modify com stmt prepare packet test java || fix test
3.629 || add data source util get cache clear || add author
3.629 || add check for load sharding rule configuration || add doc
3.629 || modify sqlassert helper add order by condition || add author
3.629 || add solidity code to program result test || fix test
3.629 || add basic unit test suite for utxoset || fix test
3.629 || exo new intent when playing video fix || fix bug
3.629 || remove coupling of test with machine locale || fix test
3.629 || add test for method injected https clients || fix test
3.629 || add test for subclasses in focus change || fix test
3.588 || add a null check to avoid a null pointer exception when the query returns null || add null check to
3.587 || hive <num> test suites timing out vineet garg reviewed by vihang karajgaonkar || add test for table
3.587 || hive <num> error in txn handler sql alan gates via ashutosh chauhan || add log <num> <num>
3.587 || hive <num> print yarn app id when running tez dag gunther hagleitner || remove unused code <num>
3.587 || fix an ide nag only fix one to trigger a ci build || fix test failure name
3.587 || avoid npe if the channel fails to start local member is null || remove redundant null check
3.587 || add support for last access at start system property to delta session || fix bug to long
3.587 || revert some changes of <num> f <num> da breaking the project search || fix test to the
3.587 || ignore a test of event test that has too many false positives || add test for <num>
3.587 || update tests to expect the newly added return for shared pref methods || add test for test
3.570 || fixed a bug in avoid protected field in final class it no longer reports false positives for protected fields in inner classes || add a test for the test failure
3.478 || hive <num> fix incorrect threaded object store usage in test object store john sherman reviewed by jesus camacho rodriguez || remove unused code store store store
3.478 || hive <num> metrics unify codahale metric frequency unit between metastore and hiveserver <num> laszlo bodor reviewed by zoltan haindrich || remove unused import <num> <num> <num>
3.478 || fixing bugs in head and options the generated code did not compile because of missing parameters in exchange method || add a method to the test
3.445 || remove primitive support for message handler it is only required for on message || add support for null
3.377 || add test cases for decorator merged result and memory merged result || add test case
3.360 || hive <num> flaky test test hcat client test transport failure barna zsombor klara via ashutosh chauhan || add test for <num> <num>
3.360 || hive <num> cbo dump ast only when in debug mode gopal v reviewed by gunther hagleitner || remove debug logging <num> <num>
3.360 || hive <num> null values in decimal columns cause serialization issues with hcatalog craig condit via navis || add null check to <num>
3.360 || hive <num> hive server <num> binary mode throws exception with pam vaibhav gumashta via thejas nair || add author <num> <num> <num>
3.360 || add failsafe plugin and basic test to verify the binary distribution zip file has been created || add test for <num> <num>
3.360 || slimmed down number of threads in uuid generator test due to h <num> doing table locks || fix test to the build
3.318 || hive <num> with pig multi query <num> hcat storers writing to the same table will trample each other s outputs chris drome reviewed by mithun radhakrishnan || add log to the log message <num> <num>
3.293 || added a test for checking if gson can parse json that uses single quotes instead of double quotes for various field values || add testcase issue <num> to the json
3.293 || hive <num> web hcat e <num> e tests test job <num> and test job <num> fail daniel dai reviewed by thejas nair || fix a bug in the test case
3.218 || hive <num> fix wrong results array out of bound exception in left outer map joins on specific boundary conditions ramesh kumar thangarajan reviewed by jason dere || fix bug by last commit to the right
3.218 || improve the access checks for linked global resources to handle the case where the current class loader is a child of the web application class loader || add null check for null to be null
3.202 || remove upgrade init code as the code that called it has been removed || remove unused code <num>
3.202 || remove end of line comment and add override annotation when rewrite method <num> || remove unused code <num>
3.167 || hive <num> windows alter table set location from hcatalog failed with null pointer exception xiaobing zhou via alan gates || add a couple of table table
3.167 || changed the information disclosure suspicious comments passive scanner to raise the alert with the id of the history reference || add a todo to make sure
3.167 || add a static method load library to clojure lang rt to load a library using the system class loader || add support for android <num> <num>
3.167 || using remove if predicate in delete environment so that removal does not depend on equals comparison of environment config || add config config to config config
3.148 || hive <num> hive server <num> running in non http mode closes server socket for an ssl connection after the <num> st request prasad mujumdar reviewed by thejas nair vaibhav gumashta || add author <num> <num> html <num> html <num> <num>
3.116 || hive <num> hive jdbc storage handler java lang class cast exception on accessing tinyint smallint data type from jdbc data source syed shameerur rahman reviewed by jesus camacho rodriguez || fix bug to be able to the utf <num>
3.075 || fix test virtual context after changes in r <num> || fix test
3.075 || fix test case for assert select count with expression || fix test
3.073 || add a compiler option in compilation test correct builder that should fix a test failure that only occurs on travis || fix test failure to the build
3.041 || hive <num> enable orc test for timezone reading from old format prasanth jayachandran reviewed by sergey shelukhin || add test for <num> <num>
3.041 || commenting out the disable enable disable swerve in this test for now until we address hbase <num> || add test for <num> <num>
3.027 || suppress an unchecked cast in the generated code for extensions || remove unused code
3.027 || remove nimbus reassign config and make it unavialble to users || remove unused code
3.027 || make class again so we can check existence of subclasses || add null check
3.027 || issue <num> removing duplicates method candidates when resolving methods calls || remove unused method
3.027 || remove standard charsets usage to work on api <num> <num> || remove unused code
3.027 || add some debug code to help diagnose intermittent test failures || remove unused code
3.027 || remove unnecessary code request mapping data can never be null || add null check
3.027 || remove classes that are no longer in the source tree || remove unused code
3.027 || remove unneeded line from the method that normalizes decoded uri || remove unused code
3.027 || remove throwing of exceptions handle everything inside the jmx helper || remove unused code
3.027 || add doc and demo code for embeding mtcontext agent <num> || remove unused code
3.027 || add new instance service loader test assert new service instance || fix test test
3.027 || modifying the directory causes the original use case to fail || add test case
3.027 || remove dead code in class cache versus class reloading test || remove unused method
3.027 || restored the correct loading of column width of breakpoints panel || add column statistics
3.027 || add class delegate to map exception test resource file names || fix test failure
3.027 || add json utils get as double jsonvalue to gwt api || add testcase <num>
3.027 || add option to take screenshot on local player death <num> || add a todo
3.027 || fixed a little problem with hidden folders from media store || fix a typo
3.027 || removing the warning when a receiver is not registered <num> || add a todo
3.007 || hive <num> fix issues with druid handler pom file jesus camacho rodriguez reviewed by ashutosh chauhan || add test for issue <num>
3.007 || hive <num> hive insertion query execution fails on hive on spark aihua xu via rui li || fix a typo <num> <num>
3.007 || hive <num> llap scrub daemon site xml from client configs gopal v reviewed by siddharth seth || fix test <num> <num> <num>
3.007 || hive <num> grouping id failed to be recognized in multiple insert pengcheng xiong via ashutosh chauhan || add a todo to the
3.007 || hive <num> changing log level in utilities get base work nemon lou reviewed by ferdinand xu || add comment <num> <num> <num>
3.007 || hive <num> potential null pointer reference in object inspector utils compare types navis via xuefu zhang || fix bug with null objects
3.007 || hive <num> column access not tracked properly for partitioned tables samuel yuan via gang tim liu || add column name to table
3.007 || hive <num> retrying meta store client should log the caught exception bhushan mandhani via ashutosh chauhan || remove unused code store store
3.007 || hive <num> drop database cascade does not drop non native tables vandana ayyalasomayajula via ashutosh chauhan || remove unused import <num> <num>
3.007 || disable the rsa ssa pss sign key manager test test get public key data in tsan || add test for issue <num>
3.007 || amend hbase <num> fix release version now for <num> <num> and fix for intermittent test failure || add log to test case
3.007 || update javaparser core testing src test java com github javaparser ast body annotation declaration test java || add test for issue <num>
3.007 || remove unwanted space from client preface start make package private to enable re use in testing || remove unused code <num> <num>
3.007 || add the werror command line option upon warning emits new error <num> warning treated as error || remove unused code <num> <num>
3.007 || add mongo client options setter to config to allow tweaking of driver e g connection pool || remove unused imports to the
2.944 || improve log message when deploying from config base to make it clearer where xml file is read from javadoc tweak || add debug logging to the log
2.944 || improve scheduled log message to make it clear that the start and end are an offset from now see <num> || add missing parameter to the service
